1 2 3 4 5 6 7 8 9 10 11 12 
1 6 5 2 3 4 11 8 9 10 7 12 
1 6 5 2 3 4 11 10 9 8 7 12 
1 6 5 4 3 2 11 8 9 10 7 12 
1 6 5 4 3 2 11 10 9 8 7 12 
1 12 5 4 3 6 11 8 9 10 7 2 
1 12 5 4 3 6 11 10 9 8 7 2 
1 2 5 6 7 4 3 8 9 10 11 12 
1 2 5 6 7 4 3 8 9 12 11 10 
1 2 5 6 7 4 3 10 9 8 11 12 
1 2 5 6 7 4 3 12 9 10 11 8 
1 4 5 6 7 8 3 2 9 10 11 12 
1 4 5 6 7 8 3 2 9 12 11 10 
1 4 5 8 7 6 3 2 9 10 11 12 
1 4 5 8 7 6 3 2 9 12 11 10 
1 6 5 4 7 8 3 2 9 10 11 12 
1 6 5 4 7 8 3 2 9 12 11 10 
1 8 5 6 7 2 3 4 9 10 11 12 
1 8 5 6 7 2 3 4 9 12 11 10 
1 8 5 6 7 4 3 2 9 10 11 12 
1 8 5 6 7 4 3 2 9 12 11 10 
1 10 5 6 7 4 3 8 9 2 11 12 
1 12 5 6 7 4 3 8 9 10 11 2 
1 12 5 6 7 4 3 10 9 8 11 2 
1 2 5 6 7 4 3 8 11 10 9 12 
1 2 5 6 7 4 3 10 11 12 9 8 
1 2 5 6 7 4 3 12 11 8 9 10 
1 2 5 6 7 4 3 12 11 10 9 8 
1 4 5 6 7 8 3 2 11 10 9 12 
1 4 5 8 7 6 3 2 11 10 9 12 
1 6 5 4 7 8 3 2 11 10 9 12 
1 8 5 6 7 2 3 4 11 10 9 12 
1 8 5 6 7 4 3 2 11 10 9 12 
1 12 5 6 7 4 3 8 11 10 9 2 
1 2 5 6 7 8 9 4 3 10 11 12 
1 2 5 6 7 8 9 4 3 12 11 10 
1 2 5 8 7 6 9 4 3 10 11 12 
1 2 5 8 7 6 9 4 3 12 11 10 
1 4 5 6 7 8 9 10 3 2 11 12 
1 4 5 6 7 10 9 8 3 2 11 12 
1 4 5 8 7 6 9 10 3 2 11 12 
1 4 5 10 7 8 9 6 3 2 11 12 
1 6 5 4 7 8 9 10 3 2 11 12 
1 6 5 4 7 10 9 8 3 2 11 12 
1 8 5 6 7 4 9 10 3 2 11 12 
1 10 5 6 7 8 9 2 3 4 11 12 
1 10 5 6 7 8 9 4 3 2 11 12 
1 10 5 8 7 6 9 2 3 4 11 12 
1 10 5 8 7 6 9 4 3 2 11 12 
1 12 5 6 7 8 9 4 3 10 11 2 
1 12 5 8 7 6 9 4 3 10 11 2 
1 2 5 6 7 8 9 10 11 4 3 12 
1 2 5 6 7 10 9 8 11 4 3 12 
1 2 5 8 7 6 9 10 11 4 3 12 
1 2 5 10 7 8 9 6 11 4 3 12 
1 4 5 6 7 8 9 10 11 12 3 2 
1 4 5 6 7 8 9 12 11 10 3 2 
1 4 5 6 7 10 9 8 11 12 3 2 
1 4 5 6 7 12 9 10 11 8 3 2 
1 4 5 8 7 6 9 10 11 12 3 2 
1 4 5 8 7 6 9 12 11 10 3 2 
1 4 5 10 7 8 9 6 11 12 3 2 
1 4 5 12 7 8 9 10 11 6 3 2 
1 4 5 12 7 10 9 8 11 6 3 2 
1 6 5 4 7 8 9 10 11 12 3 2 
1 6 5 4 7 8 9 12 11 10 3 2 
1 6 5 4 7 10 9 8 11 12 3 2 
1 6 5 4 7 12 9 10 11 8 3 2 
1 8 5 6 7 4 9 10 11 12 3 2 
1 8 5 6 7 4 9 12 11 10 3 2 
1 10 5 6 7 8 9 4 11 12 3 2 
1 10 5 8 7 6 9 4 11 12 3 2 
1 12 5 6 7 8 9 10 11 2 3 4 
1 12 5 6 7 8 9 10 11 4 3 2 
1 12 5 6 7 10 9 8 11 2 3 4 
1 12 5 6 7 10 9 8 11 4 3 2 
1 12 5 8 7 6 9 10 11 2 3 4 
1 12 5 8 7 6 9 10 11 4 3 2 
1 12 5 10 7 8 9 6 11 2 3 4 
1 12 5 10 7 8 9 6 11 4 3 2 
1 2 5 6 7 10 11 4 3 12 9 8 
1 4 5 6 7 12 11 8 3 2 9 10 
1 6 5 4 7 12 11 8 3 2 9 10 
1 8 5 6 7 2 11 10 3 4 9 12 
1 10 5 6 7 4 11 12 3 8 9 2 
1 12 5 6 7 8 11 2 3 10 9 4 
1 12 5 8 7 6 11 2 3 10 9 4 
1 2 5 6 7 8 11 10 9 4 3 12 
1 2 5 8 7 6 11 10 9 4 3 12 
1 4 5 6 7 8 11 10 9 12 3 2 
1 4 5 6 7 10 11 12 9 8 3 2 
1 4 5 6 7 12 11 8 9 10 3 2 
1 4 5 6 7 12 11 10 9 8 3 2 
1 4 5 8 7 6 11 10 9 12 3 2 
1 4 5 12 7 8 11 10 9 6 3 2 
1 6 5 4 7 8 11 10 9 12 3 2 
1 6 5 4 7 10 11 12 9 8 3 2 
1 6 5 4 7 12 11 8 9 10 3 2 
1 6 5 4 7 12 11 10 9 8 3 2 
1 8 5 6 7 4 11 10 9 12 3 2 
1 12 5 6 7 8 11 10 9 2 3 4 
1 12 5 6 7 8 11 10 9 4 3 2 
1 12 5 8 7 6 11 10 9 2 3 4 
1 12 5 8 7 6 11 10 9 4 3 2 
1 2 5 8 9 4 3 10 7 6 11 12 
1 4 5 10 9 6 3 2 7 8 11 12 
1 6 5 2 9 8 3 4 7 10 11 12 
1 6 5 2 9 8 3 4 7 12 11 10 
1 8 5 4 9 10 3 6 7 2 11 12 
1 10 5 6 9 2 3 8 7 4 11 12 
1 12 5 8 9 4 3 10 7 6 11 2 
1 2 5 8 9 4 3 10 11 12 7 6 
1 2 5 8 9 4 3 12 11 10 7 6 
1 4 5 6 9 10 3 2 11 8 7 12 
1 6 5 4 9 10 3 2 11 8 7 12 
1 2 5 6 9 8 7 4 3 10 11 12 
1 2 5 6 9 8 7 4 3 12 11 10 
1 4 5 6 9 8 7 10 3 2 11 12 
1 4 5 8 9 10 7 6 3 2 11 12 
1 4 5 10 9 6 7 8 3 2 11 12 
1 4 5 10 9 8 7 6 3 2 11 12 
1 6 5 4 9 8 7 10 3 2 11 12 
1 10 5 6 9 8 7 2 3 4 11 12 
1 10 5 6 9 8 7 4 3 2 11 12 
1 12 5 6 9 8 7 4 3 10 11 2 
1 2 5 6 9 8 7 10 11 4 3 12 
1 2 5 8 9 10 7 6 11 4 3 12 
1 2 5 10 9 6 7 8 11 4 3 12 
1 2 5 10 9 8 7 6 11 4 3 12 
1 4 5 6 9 8 7 10 11 12 3 2 
1 4 5 6 9 8 7 12 11 10 3 2 
1 4 5 8 9 10 7 6 11 12 3 2 
1 4 5 10 9 6 7 8 11 12 3 2 
1 4 5 10 9 8 7 6 11 12 3 2 
1 4 5 12 9 8 7 10 11 6 3 2 
1 6 5 4 9 8 7 10 11 12 3 2 
1 6 5 4 9 8 7 12 11 10 3 2 
1 10 5 6 9 8 7 4 11 12 3 2 
1 12 5 6 9 8 7 10 11 2 3 4 
1 12 5 6 9 8 7 10 11 4 3 2 
1 12 5 8 9 10 7 6 11 2 3 4 
1 12 5 8 9 10 7 6 11 4 3 2 
1 12 5 10 9 6 7 8 11 2 3 4 
1 12 5 10 9 6 7 8 11 4 3 2 
1 12 5 10 9 8 7 6 11 2 3 4 
1 12 5 10 9 8 7 6 11 4 3 2 
1 2 5 8 9 10 11 4 3 12 7 6 
1 2 5 10 9 8 11 4 3 12 7 6 
1 4 5 12 9 10 11 6 3 2 7 8 
1 6 5 2 9 10 11 8 3 4 7 12 
1 8 5 4 9 10 11 12 3 6 7 2 
1 8 5 4 9 12 11 10 3 6 7 2 
1 12 5 6 9 10 11 2 3 8 7 4 
1 2 5 6 9 10 11 8 7 4 3 12 
1 4 5 6 9 10 11 8 7 12 3 2 
1 4 5 8 9 10 11 12 7 6 3 2 
1 4 5 8 9 12 11 10 7 6 3 2 
1 4 5 10 9 8 11 12 7 6 3 2 
1 4 5 12 9 10 11 6 7 8 3 2 
1 4 5 12 9 10 11 8 7 6 3 2 
1 6 5 4 9 10 11 8 7 12 3 2 
1 12 5 6 9 10 11 8 7 2 3 4 
1 12 5 6 9 10 11 8 7 4 3 2 
1 2 5 10 11 4 3 12 7 8 9 6 
1 4 5 12 11 6 3 2 7 8 9 10 
1 4 5 12 11 6 3 2 7 10 9 8 
1 6 5 2 11 10 3 4 7 8 9 12 
1 10 5 4 11 12 3 6 7 8 9 2 
1 10 5 4 11 12 3 8 7 6 9 2 
1 12 5 6 11 2 3 10 7 8 9 4 
1 2 5 10 11 4 3 12 9 6 7 8 
1 2 5 10 11 4 3 12 9 8 7 6 
1 4 5 12 11 6 3 2 9 8 7 10 
1 6 5 2 11 10 3 4 9 8 7 12 
1 10 5 4 11 12 3 6 9 8 7 2 
1 12 5 6 11 2 3 8 9 10 7 4 
1 12 5 6 11 2 3 10 9 8 7 4 
1 2 5 6 11 10 7 4 3 8 9 12 
1 4 5 12 11 6 7 8 3 2 9 10 
1 4 5 12 11 8 7 6 3 2 9 10 
1 12 5 6 11 10 7 4 3 8 9 2 
1 2 5 6 11 10 7 8 9 4 3 12 
1 4 5 6 11 10 7 8 9 12 3 2 
1 4 5 10 11 12 7 8 9 6 3 2 
1 4 5 12 11 6 7 8 9 10 3 2 
1 4 5 12 11 6 7 10 9 8 3 2 
1 4 5 12 11 8 7 6 9 10 3 2 
1 4 5 12 11 10 7 8 9 6 3 2 
1 6 5 4 11 10 7 8 9 12 3 2 
1 12 5 6 11 10 7 8 9 2 3 4 
1 12 5 6 11 10 7 8 9 4 3 2 
1 2 5 8 11 10 9 4 3 12 7 6 
1 4 5 10 11 12 9 6 3 2 7 8 
1 4 5 12 11 10 9 6 3 2 7 8 
1 6 5 2 11 8 9 10 3 4 7 12 
1 6 5 2 11 10 9 8 3 4 7 12 
1 8 5 4 11 10 9 12 3 6 7 2 
1 12 5 6 11 10 9 2 3 8 7 4 
1 2 5 6 11 8 9 10 7 4 3 12 
1 2 5 6 11 10 9 8 7 4 3 12 
1 4 5 6 11 8 9 10 7 12 3 2 
1 4 5 6 11 10 9 8 7 12 3 2 
1 4 5 8 11 10 9 12 7 6 3 2 
1 4 5 10 11 12 9 6 7 8 3 2 
1 4 5 10 11 12 9 8 7 6 3 2 
1 4 5 12 11 6 9 8 7 10 3 2 
1 4 5 12 11 8 9 10 7 6 3 2 
1 4 5 12 11 10 9 6 7 8 3 2 
1 4 5 12 11 10 9 8 7 6 3 2 
1 6 5 4 11 8 9 10 7 12 3 2 
1 6 5 4 11 10 9 8 7 12 3 2 
1 12 5 6 11 8 9 10 7 2 3 4 
1 12 5 6 11 8 9 10 7 4 3 2 
1 12 5 6 11 10 9 8 7 2 3 4 
1 12 5 6 11 10 9 8 7 4 3 2 
1 2 7 6 3 4 5 8 9 10 11 12 
1 2 7 6 3 4 5 8 9 12 11 10 
1 2 7 6 3 4 5 10 9 8 11 12 
1 2 7 6 3 4 5 12 9 10 11 8 
1 6 7 8 3 4 5 2 9 10 11 12 
1 6 7 8 3 4 5 2 9 12 11 10 
1 8 7 2 3 4 5 6 9 10 11 12 
1 8 7 2 3 4 5 6 9 12 11 10 
1 8 7 2 3 6 5 4 9 10 11 12 
1 8 7 2 3 6 5 4 9 12 11 10 
1 8 7 4 3 2 5 6 9 10 11 12 
1 8 7 4 3 2 5 6 9 12 11 10 
1 8 7 6 3 4 5 2 9 10 11 12 
1 8 7 6 3 4 5 2 9 12 11 10 
1 10 7 6 3 4 5 8 9 2 11 12 
1 12 7 6 3 4 5 8 9 10 11 2 
1 12 7 6 3 4 5 10 9 8 11 2 
1 2 7 6 3 4 5 8 11 10 9 12 
1 2 7 6 3 4 5 10 11 12 9 8 
1 2 7 6 3 4 5 12 11 8 9 10 
1 2 7 6 3 4 5 12 11 10 9 8 
1 6 7 8 3 4 5 2 11 10 9 12 
1 8 7 2 3 4 5 6 11 10 9 12 
1 8 7 2 3 6 5 4 11 10 9 12 
1 8 7 4 3 2 5 6 11 10 9 12 
1 8 7 6 3 4 5 2 11 10 9 12 
1 12 7 6 3 4 5 8 11 10 9 2 
1 2 7 6 3 10 9 4 5 8 11 12 
1 4 7 8 3 2 9 6 5 10 11 12 
1 4 7 8 3 2 9 6 5 12 11 10 
1 6 7 10 3 4 9 8 5 2 11 12 
1 8 7 2 3 6 9 10 5 4 11 12 
1 10 7 4 3 8 9 2 5 6 11 12 
1 12 7 6 3 10 9 4 5 8 11 2 
1 2 7 6 3 12 9 10 11 4 5 8 
1 4 7 8 3 2 9 10 11 6 5 12 
1 6 7 12 3 4 9 10 11 8 5 2 
1 8 7 2 3 6 9 10 11 12 5 4 
1 8 7 2 3 6 9 12 11 10 5 4 
1 12 7 4 3 8 9 10 11 2 5 6 
1 12 7 4 3 10 9 8 11 2 5 6 
1 2 7 6 3 12 11 4 5 8 9 10 
1 2 7 6 3 12 11 4 5 10 9 8 
1 8 7 2 3 4 11 10 5 6 9 12 
1 8 7 4 3 2 11 10 5 6 9 12 
1 2 7 6 3 10 11 12 9 4 5 8 
1 2 7 6 3 12 11 10 9 4 5 8 
1 4 7 8 3 2 11 10 9 6 5 12 
1 6 7 12 3 4 11 8 9 10 5 2 
1 6 7 12 3 4 11 10 9 8 5 2 
1 8 7 2 3 6 11 10 9 12 5 4 
1 12 7 4 3 8 11 10 9 2 5 6 
1 2 7 4 5 6 3 8 9 10 11 12 
1 2 7 4 5 6 3 8 9 12 11 10 
1 2 7 4 5 6 3 10 9 8 11 12 
1 2 7 4 5 6 3 12 9 10 11 8 
1 2 7 6 5 4 3 8 9 10 11 12 
1 2 7 6 5 4 3 8 9 12 11 10 
1 2 7 6 5 4 3 10 9 8 11 12 
1 2 7 6 5 4 3 12 9 10 11 8 
1 4 7 6 5 8 3 2 9 10 11 12 
1 4 7 6 5 8 3 2 9 12 11 10 
1 6 7 8 5 2 3 4 9 10 11 12 
1 6 7 8 5 2 3 4 9 12 11 10 
1 6 7 8 5 4 3 2 9 10 11 12 
1 6 7 8 5 4 3 2 9 12 11 10 
1 8 7 2 5 4 3 6 9 10 11 12 
1 8 7 2 5 4 3 6 9 12 11 10 
1 8 7 4 5 6 3 2 9 10 11 12 
1 8 7 4 5 6 3 2 9 12 11 10 
1 8 7 6 5 2 3 4 9 10 11 12 
1 8 7 6 5 2 3 4 9 12 11 10 
1 8 7 6 5 4 3 2 9 10 11 12 
1 8 7 6 5 4 3 2 9 12 11 10 
1 10 7 4 5 6 3 8 9 2 11 12 
1 10 7 6 5 4 3 8 9 2 11 12 
1 12 7 4 5 6 3 8 9 10 11 2 
1 12 7 4 5 6 3 10 9 8 11 2 
1 12 7 6 5 4 3 8 9 10 11 2 
1 12 7 6 5 4 3 10 9 8 11 2 
1 2 7 4 5 6 3 8 11 10 9 12 
1 2 7 4 5 6 3 10 11 12 9 8 
1 2 7 4 5 6 3 12 11 8 9 10 
1 2 7 4 5 6 3 12 11 10 9 8 
1 2 7 6 5 4 3 8 11 10 9 12 
1 2 7 6 5 4 3 10 11 12 9 8 
1 2 7 6 5 4 3 12 11 8 9 10 
1 2 7 6 5 4 3 12 11 10 9 8 
1 4 7 6 5 8 3 2 11 10 9 12 
1 6 7 8 5 2 3 4 11 10 9 12 
1 6 7 8 5 4 3 2 11 10 9 12 
1 8 7 2 5 4 3 6 11 10 9 12 
1 8 7 4 5 6 3 2 11 10 9 12 
1 8 7 6 5 2 3 4 11 10 9 12 
1 8 7 6 5 4 3 2 11 10 9 12 
1 12 7 4 5 6 3 8 11 10 9 2 
1 12 7 6 5 4 3 8 11 10 9 2 
1 2 7 6 5 8 9 4 3 10 11 12 
1 2 7 6 5 8 9 4 3 12 11 10 
1 4 7 6 5 8 9 10 3 2 11 12 
1 4 7 6 5 10 9 8 3 2 11 12 
1 6 7 8 5 4 9 10 3 2 11 12 
1 8 7 4 5 6 9 10 3 2 11 12 
1 8 7 6 5 4 9 10 3 2 11 12 
1 10 7 6 5 8 9 2 3 4 11 12 
1 10 7 6 5 8 9 4 3 2 11 12 
1 12 7 6 5 8 9 4 3 10 11 2 
1 2 7 6 5 8 9 10 11 4 3 12 
1 2 7 6 5 10 9 8 11 4 3 12 
1 4 7 6 5 8 9 10 11 12 3 2 
1 4 7 6 5 8 9 12 11 10 3 2 
1 4 7 6 5 10 9 8 11 12 3 2 
1 4 7 6 5 12 9 10 11 8 3 2 
1 6 7 8 5 4 9 10 11 12 3 2 
1 6 7 8 5 4 9 12 11 10 3 2 
1 8 7 4 5 6 9 10 11 12 3 2 
1 8 7 4 5 6 9 12 11 10 3 2 
1 8 7 6 5 4 9 10 11 12 3 2 
1 8 7 6 5 4 9 12 11 10 3 2 
1 10 7 6 5 8 9 4 11 12 3 2 
1 12 7 6 5 8 9 10 11 2 3 4 
1 12 7 6 5 8 9 10 11 4 3 2 
1 12 7 6 5 10 9 8 11 2 3 4 
1 12 7 6 5 10 9 8 11 4 3 2 
1 2 7 6 5 10 11 4 3 12 9 8 
1 4 7 6 5 12 11 8 3 2 9 10 
1 6 7 8 5 2 11 10 3 4 9 12 
1 8 7 6 5 2 11 10 3 4 9 12 
1 10 7 4 5 6 11 12 3 8 9 2 
1 10 7 6 5 4 11 12 3 8 9 2 
1 12 7 6 5 8 11 2 3 10 9 4 
1 2 7 6 5 8 11 10 9 4 3 12 
1 4 7 6 5 8 11 10 9 12 3 2 
1 4 7 6 5 10 11 12 9 8 3 2 
1 4 7 6 5 12 11 8 9 10 3 2 
1 4 7 6 5 12 11 10 9 8 3 2 
1 6 7 8 5 4 11 10 9 12 3 2 
1 8 7 4 5 6 11 10 9 12 3 2 
1 8 7 6 5 4 11 10 9 12 3 2 
1 12 7 6 5 8 11 10 9 2 3 4 
1 12 7 6 5 8 11 10 9 4 3 2 
1 2 7 8 9 6 3 4 5 10 11 12 
1 2 7 8 9 6 3 4 5 12 11 10 
1 6 7 8 9 10 3 4 5 2 11 12 
1 6 7 10 9 8 3 4 5 2 11 12 
1 8 7 6 9 10 3 4 5 2 11 12 
1 10 7 8 9 2 3 4 5 6 11 12 
1 10 7 8 9 2 3 6 5 4 11 12 
1 10 7 8 9 4 3 2 5 6 11 12 
1 10 7 8 9 6 3 4 5 2 11 12 
1 12 7 8 9 6 3 4 5 10 11 2 
1 2 7 8 9 6 3 12 11 4 5 10 
1 4 7 8 9 10 3 2 11 6 5 12 
1 4 7 10 9 8 3 2 11 6 5 12 
1 6 7 8 9 12 3 4 11 10 5 2 
1 8 7 6 9 12 3 4 11 10 5 2 
1 10 7 8 9 2 3 6 11 12 5 4 
1 12 7 8 9 4 3 10 11 2 5 6 
1 2 7 8 9 4 5 6 3 10 11 12 
1 2 7 8 9 4 5 6 3 12 11 10 
1 2 7 8 9 6 5 4 3 10 11 12 
1 2 7 8 9 6 5 4 3 12 11 10 
1 4 7 8 9 6 5 10 3 2 11 12 
1 6 7 8 9 10 5 2 3 4 11 12 
1 6 7 8 9 10 5 4 3 2 11 12 
1 6 7 10 9 8 5 2 3 4 11 12 
1 6 7 10 9 8 5 4 3 2 11 12 
1 8 7 6 9 10 5 2 3 4 11 12 
1 8 7 6 9 10 5 4 3 2 11 12 
1 10 7 8 9 2 5 4 3 6 11 12 
1 10 7 8 9 4 5 6 3 2 11 12 
1 10 7 8 9 6 5 2 3 4 11 12 
1 10 7 8 9 6 5 4 3 2 11 12 
1 12 7 8 9 4 5 6 3 10 11 2 
1 12 7 8 9 6 5 4 3 10 11 2 
1 2 7 8 9 6 5 10 11 4 3 12 
1 4 7 8 9 6 5 10 11 12 3 2 
1 4 7 8 9 6 5 12 11 10 3 2 
1 6 7 8 9 10 5 4 11 12 3 2 
1 6 7 10 9 8 5 4 11 12 3 2 
1 8 7 6 9 10 5 4 11 12 3 2 
1 10 7 8 9 4 5 6 11 12 3 2 
1 10 7 8 9 6 5 4 11 12 3 2 
1 12 7 8 9 6 5 10 11 2 3 4 
1 12 7 8 9 6 5 10 11 4 3 2 
1 2 7 8 9 10 11 6 3 4 5 12 
1 2 7 10 9 8 11 6 3 4 5 12 
1 6 7 8 9 10 11 12 3 4 5 2 
1 6 7 8 9 12 11 10 3 4 5 2 
1 6 7 10 9 8 11 12 3 4 5 2 
1 6 7 12 9 10 11 8 3 4 5 2 
1 8 7 6 9 10 11 12 3 4 5 2 
1 8 7 6 9 12 11 10 3 4 5 2 
1 10 7 8 9 6 11 12 3 4 5 2 
1 12 7 8 9 10 11 2 3 4 5 6 
1 12 7 8 9 10 11 2 3 6 5 4 
1 12 7 8 9 10 11 4 3 2 5 6 
1 12 7 8 9 10 11 6 3 4 5 2 
1 12 7 10 9 8 11 2 3 4 5 6 
1 12 7 10 9 8 11 2 3 6 5 4 
1 12 7 10 9 8 11 4 3 2 5 6 
1 12 7 10 9 8 11 6 3 4 5 2 
1 2 7 8 9 10 11 4 5 6 3 12 
1 2 7 8 9 10 11 6 5 4 3 12 
1 2 7 10 9 8 11 4 5 6 3 12 
1 2 7 10 9 8 11 6 5 4 3 12 
1 4 7 8 9 10 11 6 5 12 3 2 
1 4 7 10 9 8 11 6 5 12 3 2 
1 6 7 8 9 10 11 12 5 2 3 4 
1 6 7 8 9 10 11 12 5 4 3 2 
1 6 7 8 9 12 11 10 5 2 3 4 
1 6 7 8 9 12 11 10 5 4 3 2 
1 6 7 10 9 8 11 12 5 2 3 4 
1 6 7 10 9 8 11 12 5 4 3 2 
1 6 7 12 9 10 11 8 5 2 3 4 
1 6 7 12 9 10 11 8 5 4 3 2 
1 8 7 6 9 10 11 12 5 2 3 4 
1 8 7 6 9 10 11 12 5 4 3 2 
1 8 7 6 9 12 11 10 5 2 3 4 
1 8 7 6 9 12 11 10 5 4 3 2 
1 10 7 8 9 6 11 12 5 2 3 4 
1 10 7 8 9 6 11 12 5 4 3 2 
1 12 7 8 9 10 11 2 5 4 3 6 
1 12 7 8 9 10 11 4 5 6 3 2 
1 12 7 8 9 10 11 6 5 2 3 4 
1 12 7 8 9 10 11 6 5 4 3 2 
1 12 7 10 9 8 11 2 5 4 3 6 
1 12 7 10 9 8 11 4 5 6 3 2 
1 12 7 10 9 8 11 6 5 2 3 4 
1 12 7 10 9 8 11 6 5 4 3 2 
1 2 7 10 11 6 3 4 5 12 9 8 
1 6 7 12 11 8 3 4 5 2 9 10 
1 8 7 2 11 10 3 4 5 6 9 12 
1 8 7 2 11 10 3 6 5 4 9 12 
1 10 7 6 11 12 3 4 5 8 9 2 
1 12 7 8 11 2 3 4 5 10 9 6 
1 12 7 8 11 4 3 2 5 10 9 6 
1 6 7 10 11 12 3 4 9 8 5 2 
1 6 7 12 11 10 3 4 9 8 5 2 
1 12 7 8 11 2 3 10 9 4 5 6 
1 12 7 8 11 2 3 10 9 6 5 4 
1 2 7 10 11 4 5 6 3 12 9 8 
1 2 7 10 11 6 5 4 3 12 9 8 
1 6 7 12 11 8 5 2 3 4 9 10 
1 6 7 12 11 8 5 4 3 2 9 10 
1 8 7 2 11 10 5 4 3 6 9 12 
1 10 7 6 11 12 5 4 3 8 9 2 
1 12 7 8 11 2 5 4 3 10 9 6 
1 2 7 8 11 4 5 10 9 6 3 12 
1 4 7 10 11 6 5 12 9 8 3 2 
1 6 7 12 11 8 5 4 9 10 3 2 
1 8 7 4 11 10 5 6 9 12 3 2 
1 10 7 6 11 12 5 8 9 2 3 4 
1 10 7 6 11 12 5 8 9 4 3 2 
1 12 7 8 11 4 5 10 9 6 3 2 
1 2 7 8 11 10 9 6 3 4 5 12 
1 6 7 8 11 10 9 12 3 4 5 2 
1 6 7 10 11 12 9 8 3 4 5 2 
1 6 7 12 11 8 9 10 3 4 5 2 
1 6 7 12 11 10 9 8 3 4 5 2 
1 8 7 6 11 10 9 12 3 4 5 2 
1 12 7 8 11 10 9 2 3 4 5 6 
1 12 7 8 11 10 9 2 3 6 5 4 
1 12 7 8 11 10 9 4 3 2 5 6 
1 12 7 8 11 10 9 6 3 4 5 2 
1 2 7 8 11 10 9 4 5 6 3 12 
1 2 7 8 11 10 9 6 5 4 3 12 
1 4 7 8 11 10 9 6 5 12 3 2 
1 6 7 8 11 10 9 12 5 2 3 4 
1 6 7 8 11 10 9 12 5 4 3 2 
1 6 7 10 11 12 9 8 5 2 3 4 
1 6 7 10 11 12 9 8 5 4 3 2 
1 6 7 12 11 8 9 10 5 2 3 4 
1 6 7 12 11 8 9 10 5 4 3 2 
1 6 7 12 11 10 9 8 5 2 3 4 
1 6 7 12 11 10 9 8 5 4 3 2 
1 8 7 6 11 10 9 12 5 2 3 4 
1 8 7 6 11 10 9 12 5 4 3 2 
1 12 7 8 11 10 9 2 5 4 3 6 
1 12 7 8 11 10 9 4 5 6 3 2 
1 12 7 8 11 10 9 6 5 2 3 4 
1 12 7 8 11 10 9 6 5 4 3 2 
1 2 9 8 3 4 5 6 7 10 11 12 
1 2 9 8 3 4 5 6 7 12 11 10 
1 2 9 8 3 6 5 4 7 10 11 12 
1 2 9 8 3 6 5 4 7 12 11 10 
1 8 9 10 3 4 5 6 7 2 11 12 
1 8 9 10 3 6 5 4 7 2 11 12 
1 10 9 2 3 4 5 6 7 8 11 12 
1 10 9 2 3 4 5 8 7 6 11 12 
1 10 9 2 3 6 5 4 7 8 11 12 
1 10 9 2 3 8 5 6 7 4 11 12 
1 10 9 4 3 2 5 6 7 8 11 12 
1 10 9 4 3 2 5 8 7 6 11 12 
1 10 9 6 3 4 5 2 7 8 11 12 
1 10 9 8 3 4 5 6 7 2 11 12 
1 10 9 8 3 6 5 4 7 2 11 12 
1 12 9 8 3 4 5 6 7 10 11 2 
1 12 9 8 3 6 5 4 7 10 11 2 
1 2 9 8 3 4 5 12 11 6 7 10 
1 6 9 10 3 4 5 2 11 8 7 12 
1 8 9 12 3 4 5 6 11 10 7 2 
1 8 9 12 3 6 5 4 11 10 7 2 
1 10 9 2 3 4 5 8 11 12 7 6 
1 10 9 4 3 2 5 8 11 12 7 6 
1 12 9 6 3 4 5 10 11 2 7 8 
1 2 9 8 3 4 7 6 5 10 11 12 
1 2 9 8 3 4 7 6 5 12 11 10 
1 8 9 10 3 4 7 6 5 2 11 12 
1 10 9 2 3 4 7 6 5 8 11 12 
1 10 9 2 3 6 7 8 5 4 11 12 
1 10 9 2 3 8 7 4 5 6 11 12 
1 10 9 2 3 8 7 6 5 4 11 12 
1 10 9 4 3 2 7 6 5 8 11 12 
1 10 9 8 3 4 7 6 5 2 11 12 
1 12 9 8 3 4 7 6 5 10 11 2 
1 2 9 8 3 4 7 10 11 6 5 12 
1 10 9 2 3 6 7 8 11 12 5 4 
1 10 9 2 3 8 7 6 11 12 5 4 
1 12 9 8 3 4 7 10 11 6 5 2 
1 2 9 8 3 12 11 4 5 6 7 10 
1 2 9 8 3 12 11 6 5 4 7 10 
1 4 9 10 3 2 11 8 5 6 7 12 
1 8 9 12 3 4 11 10 5 6 7 2 
1 10 9 2 3 8 11 12 5 6 7 4 
1 12 9 4 3 10 11 2 5 6 7 8 
1 12 9 4 3 10 11 2 5 8 7 6 
1 2 9 8 3 12 11 4 7 6 5 10 
1 4 9 10 3 2 11 6 7 8 5 12 
1 4 9 10 3 2 11 8 7 6 5 12 
1 8 9 12 3 4 11 10 7 6 5 2 
1 10 9 2 3 8 11 12 7 4 5 6 
1 10 9 2 3 8 11 12 7 6 5 4 
1 12 9 4 3 10 11 2 7 6 5 8 
1 2 9 8 5 4 3 6 7 10 11 12 
1 2 9 8 5 4 3 6 7 12 11 10 
1 8 9 10 5 4 3 6 7 2 11 12 
1 10 9 2 5 4 3 6 7 8 11 12 
1 10 9 2 5 4 3 8 7 6 11 12 
1 10 9 4 5 6 3 2 7 8 11 12 
1 10 9 6 5 2 3 4 7 8 11 12 
1 10 9 6 5 4 3 2 7 8 11 12 
1 10 9 8 5 4 3 6 7 2 11 12 
1 12 9 8 5 4 3 6 7 10 11 2 
1 2 9 8 5 4 3 12 11 6 7 10 
